id,title,difficulty,related_topics,acceptance_rate,url,rating,asked_by_faang
1416,Restore The Array,Hard,Dynamic Programming,36.8,https://leetcode.com/problems/restore-the-array,97,0
1417,Reformat The String,Easy,String,56.6,https://leetcode.com/problems/reformat-the-string,81,1
1418,Display Table of Food Orders in a Restaurant,Medium,Hash Table,69.2,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,34,0
1419,Minimum Number of Frogs Croaking,Medium,String,47.7,https://leetcode.com/problems/minimum-number-of-frogs-croaking,94,0
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,Dynamic Programming,64.1,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,98,0
1422,Maximum Score After Splitting a String,Easy,String,57.5,https://leetcode.com/problems/maximum-score-after-splitting-a-string,95,1
1423,Maximum Points You Can Obtain from Cards,Medium,"Array,Dynamic Programming,Sliding Window",46.9,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,95,1
1424,Diagonal Traverse II,Medium,"Array,Sort",46.2,https://leetcode.com/problems/diagonal-traverse-ii,89,0
1425,Constrained Subsequence Sum,Hard,Dynamic Programming,45.0,https://leetcode.com/problems/constrained-subsequence-sum,96,0
1426,Counting Elements,Easy,Array,59.1,https://leetcode.com/problems/counting-elements,87,0
1427,Perform String Shifts,Easy,"Array,Math",53.5,https://leetcode.com/problems/perform-string-shifts,99,0
1428,Leftmost Column with at Least a One,Medium,Array,49.4,https://leetcode.com/problems/leftmost-column-with-at-least-a-one,88,1
1429,First Unique Number,Medium,"Hash Table,Design",49.9,https://leetcode.com/problems/first-unique-number,95,1
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,Tree,45.2,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,93,1
1431,Kids With the Greatest Number of Candies,Easy,Array,88.2,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,81,0
1432,Max Difference You Can Get From Changing an Integer,Medium,String,42.8,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,43,0
1433,Check If a String Can Break Another String,Medium,"String,Greedy",67.3,https://leetcode.com/problems/check-if-a-string-can-break-another-string,78,0
1434,Number of Ways to Wear Different Hats to Each Other,Hard,"Dynamic Programming,Bit Manipulation",39.6,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other,99,0
1436,Destination City,Easy,String,77.3,https://leetcode.com/problems/destination-city,94,0
1437,Check If All 1's Are at Least Length K Places Away,Easy,Array,62.0,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away,60,0
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,"Array,Sliding Window",44.4,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,95,1
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,Heap,60.2,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,99,1
1441,Build an Array With Stack Operations,Easy,Stack,70.4,https://leetcode.com/problems/build-an-array-with-stack-operations,37,1
1443,Minimum Time to Collect All Apples in a Tree,Medium,"Tree,Depth-first Search",54.5,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree,90,1
1444,Number of Ways of Cutting a Pizza,Hard,Dynamic Programming,53.9,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,97,1
1446,Consecutive Characters,Easy,String,61.4,https://leetcode.com/problems/consecutive-characters,97,0
1447,Simplified Fractions,Medium,Math,62.2,https://leetcode.com/problems/simplified-fractions,84,1
1448,Count Good Nodes in Binary Tree,Medium,"Tree,Depth-first Search",71.3,https://leetcode.com/problems/count-good-nodes-in-binary-tree,95,1
1449,Form Largest Integer With Digits That Add up to Target,Hard,"String,Dynamic Programming",44.3,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,98,1
1451,Rearrange Words in a Sentence,Medium,"String,Sort",59.8,https://leetcode.com/problems/rearrange-words-in-a-sentence,85,1
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,"String,Sort",55.2,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,50,1
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,Geometry,35.5,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,29,1
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,String,65.5,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,97,0
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,"String,Sliding Window",54.9,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,94,1
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,"Bit Manipulation,Tree,Depth-first Search",70.1,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree,97,1
1458,Max Dot Product of Two Subsequences,Hard,Dynamic Programming,43.4,https://leetcode.com/problems/max-dot-product-of-two-subsequences,98,0
1460,Make Two Arrays Equal by Reversing Sub-arrays,Easy,Array,72.2,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays,83,1
1461,Check If a String Contains All Binary Codes of Size K,Medium,"String,Bit Manipulation",54.3,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,90,1
1462,Course Schedule IV,Medium,Graph,44.7,https://leetcode.com/problems/course-schedule-iv,96,1
1463,Cherry Pickup II,Hard,Dynamic Programming,68.8,https://leetcode.com/problems/cherry-pickup-ii,99,1
1464,Maximum Product of Two Elements in an Array,Easy,Array,77.1,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,83,0
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,Array,33.7,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,72,1
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,"Tree,Depth-first Search",62.0,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,97,0
1469,Find All The Lonely Nodes,Easy,"Tree,Depth-first Search",80.5,https://leetcode.com/problems/find-all-the-lonely-nodes,98,0
1470,Shuffle the Array,Easy,Array,88.2,https://leetcode.com/problems/shuffle-the-array,90,1
1471,The k Strongest Values in an Array,Medium,"Array,Sort",58.5,https://leetcode.com/problems/the-k-strongest-values-in-an-array,77,1
1472,Design Browser History,Medium,Design,71.9,https://leetcode.com/problems/design-browser-history,88,0
1473,Paint House III,Hard,Dynamic Programming,48.5,https://leetcode.com/problems/paint-house-iii,95,0
1474,Delete N Nodes After M Nodes of a Linked List,Easy,Linked List,73.9,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list,98,0
1475,Final Prices With a Special Discount in a Shop,Easy,Array,75.0,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,92,0
1476,Subrectangle Queries,Medium,Array,88.0,https://leetcode.com/problems/subrectangle-queries,26,0
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,Dynamic Programming,34.9,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,95,1
1478,Allocate Mailboxes,Hard,"Math,Dynamic Programming",53.8,https://leetcode.com/problems/allocate-mailboxes,98,0
1480,Running Sum of 1d Array,Easy,Array,88.6,https://leetcode.com/problems/running-sum-of-1d-array,91,1
1481,Least Number of Unique Integers after K Removals,Medium,"Array,Sort",55.9,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,90,1
1482,Minimum Number of Days to Make m Bouquets,Medium,"Array,Binary Search",50.6,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,98,1
1483,Kth Ancestor of a Tree Node,Hard,Dynamic Programming,31.4,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,88,1
1485,Clone Binary Tree With Random Pointer,Medium,"Hash Table,Tree,Depth-first Search,Breadth-first Search",79.5,https://leetcode.com/problems/clone-binary-tree-with-random-pointer,84,0
1486,XOR Operation in an Array,Easy,"Array,Bit Manipulation",84.0,https://leetcode.com/problems/xor-operation-in-an-array,69,0
1487,Making File Names Unique,Medium,"Hash Table,String",31.2,https://leetcode.com/problems/making-file-names-unique,37,0
1488,Avoid Flood in The City,Medium,"Array,Hash Table",24.6,https://leetcode.com/problems/avoid-flood-in-the-city,81,1
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,"Depth-first Search,Union Find",51.5,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,87,1
1490,Clone N-ary Tree,Medium,"Hash Table,Tree,Depth-first Search,Breadth-first Search",83.4,https://leetcode.com/problems/clone-n-ary-tree,94,1
1491,Average Salary Excluding the Minimum and Maximum Salary,Easy,"Array,Sort",68.5,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary,84,1
1492,The kth Factor of n,Medium,Math,63.1,https://leetcode.com/problems/the-kth-factor-of-n,71,0
1493,Longest Subarray of 1's After Deleting One Element,Medium,Array,57.7,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,98,0
1494,Parallel Courses II,Hard,Graph,31.2,https://leetcode.com/problems/parallel-courses-ii,93,0
1496,Path Crossing,Easy,String,55.3,https://leetcode.com/problems/path-crossing,98,1
1497,Check If Array Pairs Are Divisible by k,Medium,"Array,Math,Greedy",40.3,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,91,0
1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,"Sort,Sliding Window",38.8,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,91,1
1499,Max Value of Equation,Hard,"Array,Sliding Window",45.0,https://leetcode.com/problems/max-value-of-equation,96,1
1500,Design a File Sharing System,Medium,"Array,Design",46.4,https://leetcode.com/problems/design-a-file-sharing-system,30,0
1502,Can Make Arithmetic Progression From Sequence,Easy,"Array,Sort",71.2,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,93,1
1503,Last Moment Before All Ants Fall Out of a Plank,Medium,"Array,Brainteaser",53.2,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,60,1
1504,Count Submatrices With All Ones,Medium,Dynamic Programming,60.7,https://leetcode.com/problems/count-submatrices-with-all-ones,93,1
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,Greedy,36.4,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,94,1
1507,Reformat Date,Easy,String,60.1,https://leetcode.com/problems/reformat-date,36,0
1508,Range Sum of Sorted Subarray Sums,Medium,"Array,Sort",60.4,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,83,1
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,"Array,Sort",52.8,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,88,1
1510,Stone Game IV,Hard,Dynamic Programming,58.9,https://leetcode.com/problems/stone-game-iv,94,0
1512,Number of Good Pairs,Easy,"Array,Hash Table,Math",87.7,https://leetcode.com/problems/number-of-good-pairs,92,1
1513,Number of Substrings With Only 1s,Medium,"Math,String",42.0,https://leetcode.com/problems/number-of-substrings-with-only-1s,96,1
1514,Path with Maximum Probability,Medium,Graph,40.9,https://leetcode.com/problems/path-with-maximum-probability,98,1
1515,Best Position for a Service Centre,Hard,Geometry,38.3,https://leetcode.com/problems/best-position-for-a-service-centre,43,0
1516,Move Sub-Tree of N-Ary Tree,Hard,Tree,64.2,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree,32,1
1518,Water Bottles,Easy,Greedy,60.6,https://leetcode.com/problems/water-bottles,91,0
1519,Number of Nodes in the Sub-Tree With the Same Label,Medium,"Depth-first Search,Breadth-first Search",37.2,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,49,0
1520,Maximum Number of Non-Overlapping Substrings,Hard,Greedy,36.5,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings,88,1
1521,Find a Value of a Mysterious Function Closest to Target,Hard,"Binary Search,Bit Manipulation,Segment Tree",44.2,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,96,0
1523,Count Odd Numbers in an Interval Range,Easy,Math,54.2,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,90,0
1524,Number of Sub-arrays With Odd Sum,Medium,"Array,Math",40.1,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,95,0
1525,Number of Good Ways to Split a String,Medium,"String,Bit Manipulation",66.8,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,97,1
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,Segment Tree,60.3,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,95,1
1528,Shuffle String,Easy,Sort,85.7,https://leetcode.com/problems/shuffle-string,79,1
1529,Bulb Switcher IV,Medium,String,70.8,https://leetcode.com/problems/bulb-switcher-iv,95,0
1530,Number of Good Leaf Nodes Pairs,Medium,"Tree,Depth-first Search",56.5,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,98,1
1531,String Compression II,Hard,"String,Dynamic Programming",34.1,https://leetcode.com/problems/string-compression-ii,91,0
1533,Find the Index of the Large Integer,Medium,Binary Search,54.5,https://leetcode.com/problems/find-the-index-of-the-large-integer,86,1
1534,Count Good Triplets,Easy,Array,80.3,https://leetcode.com/problems/count-good-triplets,26,0
1535,Find the Winner of an Array Game,Medium,Array,47.6,https://leetcode.com/problems/find-the-winner-of-an-array-game,93,0
1536,Minimum Swaps to Arrange a Binary Grid,Medium,Greedy,43.7,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid,84,0
1537,Get the Maximum Score,Hard,Dynamic Programming,36.6,https://leetcode.com/problems/get-the-maximum-score,94,0
1539,Kth Missing Positive Number,Easy,"Array,Hash Table",54.9,https://leetcode.com/problems/kth-missing-positive-number,95,1
1540,Can Convert String in K Moves,Medium,"String,Greedy",31.2,https://leetcode.com/problems/can-convert-string-in-k-moves,56,0
1541,Minimum Insertions to Balance a Parentheses String,Medium,"String,Stack",43.1,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string,81,1
1542,Find Longest Awesome Substring,Hard,"String,Bit Manipulation",36.7,https://leetcode.com/problems/find-longest-awesome-substring,98,0
1544,Make The String Great,Easy,"String,Stack",55.5,https://leetcode.com/problems/make-the-string-great,91,1
1545,Find Kth Bit in Nth Binary String,Medium,String,57.6,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,91,0
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,Dynamic Programming,43.9,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,99,1
1547,Minimum Cost to Cut a Stick,Hard,Dynamic Programming,52.9,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,98,1
1548,The Most Similar Path in a Graph,Hard,"Dynamic Programming,Graph",54.5,https://leetcode.com/problems/the-most-similar-path-in-a-graph,68,1
1550,Three Consecutive Odds,Easy,Array,64.5,https://leetcode.com/problems/three-consecutive-odds,85,0
1551,Minimum Operations to Make Array Equal,Medium,Math,81.0,https://leetcode.com/problems/minimum-operations-to-make-array-equal,83,0
1552,Magnetic Force Between Two Balls,Medium,"Array,Binary Search",49.3,https://leetcode.com/problems/magnetic-force-between-two-balls,91,0
1553,Minimum Number of Days to Eat N Oranges,Hard,Dynamic Programming,29.9,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges,93,1
1557,Minimum Number of Vertices to Reach All Nodes,Medium,Graph,75.8,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,93,1
1558,Minimum Numbers of Function Calls to Make Target Array,Medium,Greedy,63.4,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array,94,1
1559,Detect Cycles in 2D Grid,Hard,Depth-first Search,44.6,https://leetcode.com/problems/detect-cycles-in-2d-grid,97,1
1560,Most Visited Sector in  a Circular Track,Easy,Array,56.8,https://leetcode.com/problems/most-visited-sector-in-a-circular-track,30,0
1562,Find Latest Group of Size M,Medium,Binary Search,39.7,https://leetcode.com/problems/find-latest-group-of-size-m,82,1
1564,Put Boxes Into the Warehouse I,Medium,Greedy,65.6,https://leetcode.com/problems/put-boxes-into-the-warehouse-i,90,1
1566,Detect Pattern of Length M Repeated K or More Times,Easy,Array,42.6,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times,85,0
1567,Maximum Length of Subarray With Positive Product,Medium,Greedy,36.9,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,98,0
1568,Minimum Number of Days to Disconnect Island,Hard,Greedy,50.2,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,65,0
1569,Number of Ways to Reorder Array to Get Same BST,Hard,Dynamic Programming,50.0,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,88,1
1570,Dot Product of Two Sparse Vectors,Medium,"Array,Hash Table,Two Pointers",91.2,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,86,1
1572,Matrix Diagonal Sum,Easy,Array,77.6,https://leetcode.com/problems/matrix-diagonal-sum,98,0
1573,Number of Ways to Split a String,Medium,String,31.3,https://leetcode.com/problems/number-of-ways-to-split-a-string,85,0
1574,Shortest Subarray to be Removed to Make Array Sorted,Medium,"Array,Binary Search",34.1,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,97,1
1575,Count All Possible Routes,Hard,Dynamic Programming,57.1,https://leetcode.com/problems/count-all-possible-routes,96,0
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,Easy,String,50.0,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters,67,1
1578,Minimum Deletion Cost to Avoid Repeating Letters,Medium,Greedy,60.6,https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters,95,0
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,Hard,Union Find,46.3,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable,99,0
1580,Put Boxes Into the Warehouse II,Medium,Greedy,61.6,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii,99,1
1582,Special Positions in a Binary Matrix,Easy,Array,64.3,https://leetcode.com/problems/special-positions-in-a-binary-matrix,97,1
1583,Count Unhappy Friends,Medium,Array,55.1,https://leetcode.com/problems/count-unhappy-friends,21,0
1584,Min Cost to Connect All Points,Medium,Union Find,53.2,https://leetcode.com/problems/min-cost-to-connect-all-points,94,0
1585,Check If String Is Transformable With Substring Sort Operations,Hard,"String,Greedy",48.5,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations,98,1
1586,Binary Search Tree Iterator II,Medium,"Tree,Design",67.0,https://leetcode.com/problems/binary-search-tree-iterator-ii,89,1
1588,Sum of All Odd Length Subarrays,Easy,Array,81.6,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,90,0
1589,Maximum Sum Obtained of Any Permutation,Medium,Greedy,35.0,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,94,0
1590,Make Sum Divisible by P,Medium,"Array,Hash Table,Math,Binary Search",27.0,https://leetcode.com/problems/make-sum-divisible-by-p,96,1
1591,Strange Printer II,Hard,Greedy,55.3,https://leetcode.com/problems/strange-printer-ii,97,1
1592,Rearrange Spaces Between Words,Easy,String,43.6,https://leetcode.com/problems/rearrange-spaces-between-words,49,1
1593,Split a String Into the Max Number of Unique Substrings,Medium,Backtracking,49.8,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,97,1
1594,Maximum Non Negative Product in a Matrix,Medium,"Dynamic Programming,Greedy",32.4,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix,94,1
1595,Minimum Cost to Connect Two Groups of Points,Hard,"Dynamic Programming,Graph",43.6,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,96,1
1597,Build Binary Expression Tree From Infix Expression,Hard,"String,Tree",59.0,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,83,1
1598,Crawler Log Folder,Easy,Stack,63.7,https://leetcode.com/problems/crawler-log-folder,91,0
1599,Maximum Profit of Operating a Centennial Wheel,Medium,Greedy,43.7,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel,22,0
1600,Throne Inheritance,Medium,"Tree,Design",60.6,https://leetcode.com/problems/throne-inheritance,38,1
1601,Maximum Number of Achievable Transfer Requests,Hard,Dynamic Programming,47.8,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,89,1
1602,Find Nearest Right Node in Binary Tree,Medium,"Tree,Breadth-first Search",73.5,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree,99,1
1603,Design Parking System,Easy,Design,86.2,https://leetcode.com/problems/design-parking-system,68,1
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,Medium,"String,Ordered Map",42.9,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,35,0
1605,Find Valid Matrix Given Row and Column Sums,Medium,Greedy,77.2,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,96,1
1606,Find Servers That Handled Most Number of Requests,Hard,Ordered Map,37.4,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,96,0
1608,Special Array With X Elements Greater Than or Equal X,Easy,Array,61.2,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,85,1
1609,Even Odd Tree,Medium,Tree,52.4,https://leetcode.com/problems/even-odd-tree,94,0
1610,Maximum Number of Visible Points,Hard,"Two Pointers,Geometry",30.4,https://leetcode.com/problems/maximum-number-of-visible-points,40,1
1611,Minimum One Bit Operations to Make Integers Zero,Hard,"Dynamic Programming,Bit Manipulation",57.7,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,59,0
1612,Check If Two Expression Trees are Equivalent,Medium,"Hash Table,Tree",69.8,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent,88,1
1614,Maximum Nesting Depth of the Parentheses,Easy,String,82.7,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,81,1
1615,Maximal Network Rank,Medium,Graph,52.7,https://leetcode.com/problems/maximal-network-rank,84,1
1616,Split Two Strings to Make Palindrome,Medium,"Two Pointers,String,Greedy",36.1,https://leetcode.com/problems/split-two-strings-to-make-palindrome,65,1
1617,Count Subtrees With Max Distance Between Cities,Hard,Backtracking,63.2,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities,87,0
1618,Maximum Font to Fit a Sentence in a Screen,Medium,"String,Binary Search",56.7,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,86,1
1619,Mean of Array After Removing Some Elements,Easy,Array,64.7,https://leetcode.com/problems/mean-of-array-after-removing-some-elements,83,1
1620,Coordinate With Maximum Network Quality,Medium,Greedy,37.1,https://leetcode.com/problems/coordinate-with-maximum-network-quality,22,0
1621,Number of Sets of K Non-Overlapping Line Segments,Medium,Dynamic Programming,41.4,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,90,1
1622,Fancy Sequence,Hard,"Math,Design",15.0,https://leetcode.com/problems/fancy-sequence,76,1
1625,Lexicographically Smallest String After Applying Operations,Medium,"Depth-first Search,Breadth-first Search",64.3,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,43,0
1626,Best Team With No Conflicts,Medium,Dynamic Programming,38.4,https://leetcode.com/problems/best-team-with-no-conflicts,96,0
1627,Graph Connectivity With Threshold,Hard,"Math,Union Find",40.2,https://leetcode.com/problems/graph-connectivity-with-threshold,89,0
1628,Design an Expression Tree With Evaluate Function,Medium,"Tree,Design,OOP",79.4,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,85,1
1629,Slowest Key,Easy,Array,59.1,https://leetcode.com/problems/slowest-key,84,1
1630,Arithmetic Subarrays,Medium,Sort,77.7,https://leetcode.com/problems/arithmetic-subarrays,88,1
1631,Path With Minimum Effort,Medium,"Binary Search,Depth-first Search,Union Find,Graph",50.0,https://leetcode.com/problems/path-with-minimum-effort,96,1
1632,Rank Transform of a Matrix,Hard,"Greedy,Union Find",31.9,https://leetcode.com/problems/rank-transform-of-a-matrix,97,1
1634,Add Two Polynomials Represented as Linked Lists,Medium,Linked List,54.2,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,95,1
1636,Sort Array by Increasing Frequency,Easy,"Array,Sort",66.7,https://leetcode.com/problems/sort-array-by-increasing-frequency,96,1
1637,Widest Vertical Area Between Two Points Containing No Points,Medium,Sort,83.6,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points,23,0
1638,Count Substrings That Differ by One Character,Medium,"Hash Table,String,Trie,Rolling Hash",70.1,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,64,0
1639,Number of Ways to Form a Target String Given a Dictionary,Hard,Dynamic Programming,40.0,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,95,0
1640,Check Array Formation Through Concatenation,Easy,"Array,Hash Table,Sort",59.8,https://leetcode.com/problems/check-array-formation-through-concatenation,84,0
1641,Count Sorted Vowel Strings,Medium,"Math,Dynamic Programming,Backtracking",75.8,https://leetcode.com/problems/count-sorted-vowel-strings,97,1
1642,Furthest Building You Can Reach,Medium,"Binary Search,Heap",50.0,https://leetcode.com/problems/furthest-building-you-can-reach,94,1
1643,Kth Smallest Instructions,Hard,Dynamic Programming,44.8,https://leetcode.com/problems/kth-smallest-instructions,98,0
1644,Lowest Common Ancestor of a Binary Tree II,Medium,Tree,56.2,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii,96,1
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,"Greedy,Sort",55.1,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,97,1
1648,Sell Diminishing-Valued Colored Balls,Medium,"Math,Greedy,Sort",30.5,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,80,1
1649,Create Sorted Array through Instructions,Hard,"Binary Search,Binary Indexed Tree,Segment Tree,Ordered Map",36.5,https://leetcode.com/problems/create-sorted-array-through-instructions,87,0
1650,Lowest Common Ancestor of a Binary Tree III,Medium,Tree,76.7,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,96,1
1653,Minimum Deletions to Make String Balanced,Medium,"String,Greedy",51.5,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,97,0
1655,Distribute Repeating Integers,Hard,"Dynamic Programming,Backtracking",40.0,https://leetcode.com/problems/distribute-repeating-integers,91,1
1656,Design an Ordered Stream,Easy,"Array,Design",82.1,https://leetcode.com/problems/design-an-ordered-stream,12,0
1657,Determine if Two Strings Are Close,Medium,Greedy,55.3,https://leetcode.com/problems/determine-if-two-strings-are-close,94,0
1658,Minimum Operations to Reduce X to Zero,Medium,"Two Pointers,Binary Search,Greedy,Sliding Window",33.3,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,98,1
1659,Maximize Grid Happiness,Hard,"Dynamic Programming,Backtracking",35.6,https://leetcode.com/problems/maximize-grid-happiness,75,0
1660,Correct a Binary Tree,Medium,Tree,76.4,https://leetcode.com/problems/correct-a-binary-tree,89,1
1662,Check If Two String Arrays are Equivalent,Easy,String,82.6,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,81,1
1663,Smallest String With A Given Numeric Value,Medium,Greedy,64.4,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value,98,0
1664,Ways to Make a Fair Array,Medium,"Dynamic Programming,Greedy",62.2,https://leetcode.com/problems/ways-to-make-a-fair-array,97,0
1665,Minimum Initial Energy to Finish Tasks,Hard,Greedy,65.1,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks,90,0
